timestamp,phase,test,max_abs_current_ma,max_temp_c,dominant_delta_channel,dominant_delta_name,dominant_delta,target_0_thumb_abd,before_pos_0_thumb_abd,after_pos_0_thumb_abd,delta_pos_0_thumb_abd,after_curr_ma_0_thumb_abd,after_temp_c_0_thumb_abd,target_1_thumb_flex,before_pos_1_thumb_flex,after_pos_1_thumb_flex,delta_pos_1_thumb_flex,after_curr_ma_1_thumb_flex,after_temp_c_1_thumb_flex,target_2_thumb_tendon,before_pos_2_thumb_tendon,after_pos_2_thumb_tendon,delta_pos_2_thumb_tendon,after_curr_ma_2_thumb_tendon,after_temp_c_2_thumb_tendon,target_3_index,before_pos_3_index,after_pos_3_index,delta_pos_3_index,after_curr_ma_3_index,after_temp_c_3_index,target_4_middle,before_pos_4_middle,after_pos_4_middle,delta_pos_4_middle,after_curr_ma_4_middle,after_temp_c_4_middle,target_5_ring,before_pos_5_ring,after_pos_5_ring,delta_pos_5_ring,after_curr_ma_5_ring,after_temp_c_5_ring,target_6_pinky,before_pos_6_pinky,after_pos_6_pinky,delta_pos_6_pinky,after_curr_ma_6_pinky,after_temp_c_6_pinky
2026-07-01T10:49:31.600,sim_action,sim_0_index_-1_to_index,760.5,29.0,3,index,0.17387655451285572,0.014053559166857405,0.013168535896849012,0.013168535896849012,0.0,32.5,27.0,0.0,0.0,0.0,0.0,97.5,29.0,0.00032043945983062307,0.0,0.0,0.0,32.5,27.0,0.18,0.0,0.17387655451285572,0.17387655451285572,760.5,28.0,0.000289921416037232,0.000289921416037232,0.000289921416037232,0.0,13.0,28.0,0.0,0.0,0.0,0.0,104.0,29.0,0.0,0.0,0.0,0.0,78.0,28.0
2026-07-01T10:49:32.940,sim_action,sim_1_middle_+1_to_middle,559.0,29.0,4,middle,0.17511253528648812,0.014053559166857405,0.013168535896849012,0.013168535896849012,0.0,39.0,27.0,0.0,0.0,0.0,0.0,104.0,28.0,0.00032043945983062307,0.0,0.0,0.0,32.5,27.0,0.0,0.0,0.0,0.0,84.5,28.0,0.18028992141603722,0.000289921416037232,0.17540245670252536,0.17511253528648812,559.0,28.0,0.0,0.0,0.0,0.0,123.5,29.0,0.0,0.0,0.0,0.0,84.5,28.0
2026-07-01T10:49:34.290,sim_action,sim_1_middle_-1_to_middle,104.0,29.0,0,thumb_abd,0.0,0.014053559166857405,0.013168535896849012,0.013168535896849012,0.0,32.5,27.0,0.0,0.0,0.0,0.0,104.0,28.0,0.00032043945983062307,0.0,0.0,0.0,32.5,27.0,0.0,0.0,0.0,0.0,71.5,28.0,0.0,0.000289921416037232,0.000289921416037232,0.0,19.5,28.0,0.0,0.0,0.0,0.0,97.5,29.0,0.0,0.0,0.0,0.0,91.0,28.0
2026-07-01T10:49:35.636,sim_action,sim_2_ring_-1_to_ring,760.5,29.0,5,ring,0.1747920958266575,0.014053559166857405,0.013168535896849012,0.013168535896849012,0.0,45.5,27.0,0.0,0.0,0.0,0.0,104.0,28.0,0.00032043945983062307,0.0,0.0,0.0,39.0,27.0,0.0,0.0,0.0,0.0,71.5,28.0,0.000289921416037232,0.0,0.0,0.0,45.5,28.0,0.18,0.0,0.1747920958266575,0.1747920958266575,760.5,29.0,0.0,0.0,0.0,0.0,91.0,28.0
2026-07-01T10:49:36.983,sim_action,sim_3_pinky_-1_to_pinky,520.0,29.0,6,pinky,0.17570763714045928,0.014053559166857405,0.013168535896849012,0.013168535896849012,0.0,26.0,27.0,0.0,0.0,0.0,0.0,110.5,29.0,0.00032043945983062307,0.0,0.0,0.0,45.5,27.0,0.0,0.0,0.0,0.0,84.5,28.0,0.000289921416037232,0.0,0.0,0.0,45.5,28.0,0.0,0.0,0.0,0.0,84.5,29.0,0.18,0.0,0.17570763714045928,0.17570763714045928,520.0,28.0
2026-07-01T10:49:38.327,sim_action,sim_4_thumb_abd_+1_to_thumb_abd,182.0,29.0,0,thumb_abd,0.17486839093614098,0.1940535591668574,0.013168535896849012,0.18803692683299,0.17486839093614098,182.0,27.0,0.0,0.0,0.0,0.0,104.0,29.0,0.00032043945983062307,0.0,0.0,0.0,39.0,27.0,0.0,0.0,0.0,0.0,65.0,28.0,0.000289921416037232,0.0,0.0,0.0,32.5,28.0,0.0,0.0,0.0,0.0,117.0,29.0,0.0,0.0,0.0,0.0,84.5,29.0
2026-07-01T10:49:39.658,sim_action,sim_4_thumb_abd_-1_to_thumb_abd,175.5,29.0,0,thumb_abd,-0.01142900740062562,0.0,0.015808346684977492,0.004379339284351873,-0.01142900740062562,-175.5,28.0,0.0,0.0,0.0,0.0,149.5,29.0,0.00032043945983062307,0.0,0.0,0.0,39.0,27.0,0.0,0.0,0.0,0.0,58.5,28.0,0.000289921416037232,0.0,0.0,0.0,39.0,28.0,0.0,0.0,0.0,0.0,91.0,29.0,0.0,0.0,0.0,0.0,91.0,29.0
2026-07-01T10:49:40.995,sim_action,sim_5_thumb_flex_-1_to_thumb_flex,656.5,29.0,1,thumb_flex,0.16398870832379642,0.014053559166857405,0.011413748378728923,0.012298771648737317,0.0008850232700083945,65.0,28.0,0.18,0.0,0.16398870832379642,0.16398870832379642,656.5,29.0,0.00032043945983062307,0.0,0.0,0.0,26.0,27.0,0.0,0.0,0.0,0.0,71.5,28.0,0.000289921416037232,0.0,0.0,0.0,45.5,28.0,0.0,0.0,0.0,0.0,104.0,29.0,0.0,0.0,0.0,0.0,97.5,29.0
2026-07-01T10:49:42.333,sim_action,sim_6_thumb_tendon_+1_to_thumb_tendon,416.0,29.0,2,thumb_tendon,0.17650110627908752,0.014053559166857405,0.012298771648737317,0.013168535896849012,0.0008697642481116947,45.5,28.0,0.0,0.0,0.0,0.0,130.0,29.0,0.18032043945983062,0.0,0.17650110627908752,0.17650110627908752,-416.0,27.0,0.0,0.0,0.0,0.0,65.0,28.0,0.000289921416037232,0.0,0.0,0.0,32.5,28.0,0.0,0.0,0.0,0.0,91.0,29.0,0.0,0.0,0.0,0.0,91.0,29.0
2026-07-01T10:49:43.678,sim_action,sim_6_thumb_tendon_-1_to_thumb_tendon,117.0,29.0,0,thumb_abd,0.0,0.014053559166857405,0.013168535896849012,0.013168535896849012,0.0,26.0,28.0,0.0,0.0,0.0,0.0,104.0,29.0,0.0,0.0,0.0,0.0,45.5,28.0,0.0,0.0,0.0,0.0,78.0,28.0,0.000289921416037232,0.0,0.0,0.0,32.5,28.0,0.0,0.0,0.0,0.0,117.0,29.0,0.0,0.0,0.0,0.0,91.0,29.0
